fileNumber,reportDate,crimeType,neighborhoodName,location,latitude,longitude
2018-03514,2018-05-28T20:32:00Z,Warrant Arrest,Riverside,"MASSACHUSETTS AVE & PLEASANT ST, Cambridge, MA",44.663074,-63.611624
2018-03520,2018-05-28T13:42:00Z,Hit and Run,Agassiz,"0 SCOTT ST, Cambridge, MA",42.378862,-71.109994
2018-03533,2018-05-29T15:18:00Z,Suspicious Package,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2018-03539,2018-05-29T17:30:00Z,Larceny from Building,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",42.37184,-71.10741
2018-03556,2018-05-30T08:32:00Z,Shoplifting,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2018-03558,2018-05-30T09:33:00Z,Missing Person,Riverside,"0 BOW ST, Cambridge, MA",42.37195,-71.115473
2018-03561,2018-05-30T10:21:00Z,Larceny of Bicycle,Area 4,"100 WINDSOR ST, Cambridge, MA",42.363955,-71.096374
2018-03563,2018-05-30T11:35:00Z,Shoplifting,Riverside,"1300 MASSACHUSETTS AVE, Cambridge, MA",42.372783,-71.117498
2018-03576,2018-05-30T19:44:00Z,Hit and Run,Mid-Cambridge,"CAMBRIDGE ST & DANA ST, Cambridge, MA",44.786488,-79.922467
2018-03604,2018-05-31T22:49:00Z,Larceny of Plate,East Cambridge,"300 CAMBRIDGE ST, Cambridge, MA",42.370962,-71.081008
2018-03623,2018-06-01T18:12:00Z,Drugs,Riverside,"JFK ST & WINTHROP ST, Cambridge, MA",42.37007,-71.122241
2018-03645,2018-06-02T18:24:00Z,Commercial Break,West Cambridge,"100 COOLIDGE AVE, Cambridge, MA",42.364629,-71.150382
2018-03649,2018-06-02T21:41:00Z,Rec. Stol. Property,East Cambridge,"0 SPRING ST, Cambridge, MA",42.368496,-71.078273
2018-03650,2018-06-02T23:23:00Z,Threats,Cambridgeport,"100 CHESTNUT ST, Cambridge, MA",42.356623,-71.109193
2018-03655,2018-06-03T11:37:00Z,Larceny from MV,East Cambridge,"100 FIRST ST, Cambridge, MA",42.368429,-71.076454
2018-03664,2018-06-03T15:04:00Z,Larceny from Residence,Peabody,"0 Chauncy St, Cambridge, MA",42.379684,-71.120722
2018-03701,2018-06-04T21:25:00Z,Flim Flam,East Cambridge,"100 CHARLES ST, Cambridge, MA",42.367473,-71.081137
2018-03723,2018-06-05T16:54:00Z,Mal. Dest. Property,East Cambridge,"100 SPRING ST, Cambridge, MA",42.369151,-71.082714
2018-03753,2018-06-06T15:38:00Z,Housebreak,Cambridgeport,"0 CHESTNUT ST, Cambridge, MA",42.355377,-71.107002
2018-03782,2018-06-07T13:59:00Z,Larceny of Bicycle,Riverside,"200 BANKS ST, Cambridge, MA",42.366123,-71.114589
2018-03800,2018-06-07T20:14:00Z,Hit and Run,Mid-Cambridge,"300 BROADWAY, Cambridge, MA",42.36815,-71.098455
2018-03813,2018-06-08T09:29:00Z,Threats,Cambridgeport,"0 PEARL ST, Cambridge, MA",42.364293,-71.102734
2018-03829,2018-06-08T19:54:00Z,Warrant Arrest,Cambridgeport,"600 PUTNAM AVE, Cambridge, MA",42.356838,-71.106728
2018-03834,2018-06-09T01:48:00Z,Mal. Dest. Property,Riverside,"0 KINNAIRD ST, Cambridge, MA",42.364399,-71.108723
2018-03854,2018-06-10T09:47:00Z,Warrant Arrest,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-03868,2018-06-10T22:49:00Z,Simple Assault,Area 4,"200 WINDSOR ST, Cambridge, MA",42.366125,-71.09558
2018-03869,2018-06-10T23:02:00Z,Larceny of Plate,Inman/Harrington,"0 ROOSEVELT TOWERS, Cambridge, MA",42.372969,-71.09223
2018-03871,2018-06-11T06:45:00Z,Housebreak,Inman/Harrington,"0 HARDING ST, Cambridge, MA",42.372447,-71.090429
2018-03874,2018-06-11T09:30:00Z,Larceny from MV,Inman/Harrington,"500 WINDSOR ST, Cambridge, MA",42.372605,-71.093124
2018-05029,2018-07-23T23:12:00Z,Simple Assault,Area 4,"700 Massachusetts Ave, Cambridge, MA",42.365753,-71.104773
2018-05041,2018-07-24T16:10:00Z,Hit and Run,Cambridgeport,"ERIE ST & SIDNEY ST, Cambridge, MA",42.02905,-82.734715
2018-05053,2018-07-24T21:43:00Z,Disorderly,Area 4,"SCHOOL ST & WINDSOR ST, Cambridge, MA",44.261612,-79.907827
2018-05084,2018-07-25T17:15:00Z,Larceny from Residence,Inman/Harrington,"100 WILLOW ST, Cambridge, MA",42.372388,-71.092091
2018-05095,2018-07-25T23:00:00Z,Accident,Riverside,"HINGHAM ST & PUTNAM AVE, Cambridge, MA",42.170681,-70.885892
2018-05100,2018-07-26T10:03:00Z,Larceny of Services,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-05102,2018-07-26T11:58:00Z,Drugs,Riverside,"0 WESTERN AVE, Cambridge, MA",42.365017,-71.1053
2018-05109,2018-07-26T15:52:00Z,Commercial Robbery,Area 4,"500 Massachusetts Ave, Cambridge, MA",42.363967,-71.101705
2018-05123,2018-07-26T22:15:00Z,Street Robbery,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-05128,2018-07-27T08:44:00Z,Auto Theft,Cambridgeport,"0 ERIE ST, Cambridge, MA",42.357294,-71.1036
2018-05129,2018-07-24T18:12:00Z,Accident,Area 4,"MASSACHUSETTS AVE & NORFOLK ST, Cambridge, MA",44.663074,-63.611624
2018-05130,2018-07-27T09:26:00Z,Flim Flam,West Cambridge,"200 Mount Auburn St, Cambridge, MA",42.374418,-71.12923
2018-05132,2018-07-27T11:41:00Z,Larceny (Misc),Inman/Harrington,"100 WEBSTER AVE, Cambridge, MA",42.369024,-71.093282
2018-05135,2018-07-27T12:18:00Z,Hit and Run,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-05161,2018-07-27T21:07:00Z,Larceny from Residence,Riverside,"0 HOWARD ST, Cambridge, MA",42.364037,-71.110451
2018-05170,2018-07-28T05:37:00Z,Housebreak,Riverside,"200 WESTERN AVE, Cambridge, MA",42.364577,-71.110325
2018-05172,2018-07-28T07:13:00Z,Larceny from MV,Mid-Cambridge,"0 WEST ST, Cambridge, MA",42.369335,-71.103802
2018-05173,2018-07-28T10:31:00Z,Larceny of Bicycle,Cambridgeport,"300 SIDNEY ST, Cambridge, MA",42.355084,-71.108036
2018-05178,2018-07-28T10:52:00Z,Larceny of Bicycle,Inman/Harrington,"100 PLYMOUTH ST, Cambridge, MA",42.368752,-71.093906
2018-05183,2018-07-28T14:20:00Z,Accident,North Cambridge,"MASSACHUSETTS AVE & RUSSELL ST, Cambridge, MA",44.663074,-63.611624
2018-05196,2018-07-29T08:52:00Z,Aggravated Assault,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-05205,2018-07-29T14:22:00Z,Threats,Riverside,"0 CALLENDER ST, Cambridge, MA",42.365153,-71.111204
2018-05218,2018-07-30T08:32:00Z,Accident,Cambridgeport,"PUTNAM AVE & WAVERLY ST, Cambridge, MA",27.055008,-82.203529
2018-05226,2018-07-30T12:55:00Z,Hit and Run,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-03797,2018-06-07T18:33:00Z,Larceny from Residence,Cambridgeport,"100 Auburn Park, Cambridge, MA",42.362649,-71.102578
2018-03799,2018-06-07T20:01:00Z,Flim Flam,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-03806,2018-06-07T21:04:00Z,Larceny from Building,East Cambridge,"100 BINNEY ST, Cambridge, MA",42.365136,-71.080737
2018-03810,2018-06-08T06:22:00Z,Housebreak,North Cambridge,"100 FAIRFIELD ST, Cambridge, MA",42.391612,-71.126718
2018-03816,2018-06-08T12:13:00Z,Larceny of Bicycle,East Cambridge,"700 EAST KENDALL ST, Cambridge, MA",42.364494,-71.08096
2018-03828,2018-06-08T19:43:00Z,Larceny from MV,Peabody,"0 HAZEL ST, Cambridge, MA",42.385884,-71.134376
2018-03830,2018-06-08T20:16:00Z,Larceny from Residence,North Cambridge,"100 PORTER RD, Cambridge, MA",42.389966,-71.121097
2018-03833,2018-06-09T00:12:00Z,Warrant Arrest,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",42.373126,-71.097391
2018-03835,2018-06-09T02:52:00Z,Aggravated Assault,Inman/Harrington,"1000 CAMBRIDGE ST, Cambridge, MA",42.372661,-71.09358
2018-03839,2018-06-09T10:04:00Z,Larceny from Residence,Riverside,"400 FRANKLIN ST, Cambridge, MA",42.366494,-71.108885
2018-03844,2018-06-09T15:44:00Z,Harassment,East Cambridge,"100 Cambridgeside Pl, Cambridge, MA",42.367005,-71.076013
2018-03845,2018-06-09T19:47:00Z,Larceny of Bicycle,Riverside,"400 FRANKLIN ST, Cambridge, MA",42.366494,-71.108885
2018-03848,2018-06-09T21:15:00Z,Larceny from Person,West Cambridge,"200 VASSAL LN, Cambridge, MA",42.383902,-71.140449
2018-03865,2018-06-10T18:13:00Z,Admin Error,Inman/Harrington,"300 COLUMBIA ST, Cambridge, MA",42.370415,-71.095659
2018-03873,2018-06-11T10:26:00Z,Hit and Run,West Cambridge,"0 GARDEN ST, Cambridge, MA",42.375693,-71.120854
2018-03876,2018-06-11T10:52:00Z,Commercial Break,Peabody,"1800 MASSACHUSETTS AVE, Cambridge, MA",42.386578,-71.119476
2018-03880,2018-06-11T08:42:00Z,Accident,East Cambridge,"100 BINNEY ST, Cambridge, MA",42.365136,-71.080737
2018-03881,2018-06-11T12:23:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-03882,2018-06-11T13:03:00Z,Hit and Run,West Cambridge,"400 Fresh Pond Pky, Cambridge, MA",42.386348,-71.141346
2018-05027,2018-07-23T22:27:00Z,Commercial Robbery,North Cambridge,"2600 MASSACHUSETTS AVE, Cambridge, MA",42.400477,-71.135575
2018-05037,2018-07-24T12:41:00Z,Mal. Dest. Property,Area 4,"200 BROADWAY, Cambridge, MA",42.36589,-71.092986
2018-05038,2018-07-24T12:55:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-05055,2018-07-24T22:05:00Z,Commercial Robbery,North Cambridge,"2500 MASSACHUSETTS AVE, Cambridge, MA",42.398957,-71.132531
2018-05056,2018-07-25T07:55:00Z,Commercial Break,Inman/Harrington,"1300 CAMBRIDGE ST, Cambridge, MA",42.37335,-71.099227
2018-05064,2018-07-25T12:39:00Z,Hit and Run,Inman/Harrington,"1300 CAMBRIDGE ST, Cambridge, MA",42.37335,-71.099227
2018-05066,2018-07-25T11:22:00Z,Forgery,MIT,"500 MAIN ST, Cambridge, MA",42.362301,-71.089213
2018-05067,2018-07-25T12:54:00Z,Flim Flam,Inman/Harrington,"400 COLUMBIA ST, Cambridge, MA",42.372476,-71.094505
2018-05079,2018-07-25T15:11:00Z,Larceny from Building,Area 4,"0 NEWTOWNE CT, Cambridge, MA",42.36404,-71.095762
2018-05080,2018-07-25T15:16:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-05082,2018-07-25T15:42:00Z,Hit and Run,Area 4,"200 Broadway, Cambridge, MA",42.36589,-71.092986
2018-05083,2018-07-25T16:09:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-05087,2018-07-25T19:28:00Z,Simple Assault,Cambridgeport,"PACIFIC ST & SIDNEY ST, Cambridge, MA",53.859615,-122.72906
2018-05088,2018-07-25T20:03:00Z,Forgery,Inman/Harrington,"300 ELM ST, Cambridge, MA",42.372991,-71.095133
2018-05089,2018-07-25T20:24:00Z,Suspicious Package,Riverside,"1000 MASSACHUSETTS AVE, Cambridge, MA",42.368823,-71.110894
2018-03763,2018-06-06T21:03:00Z,Indecent Exposure,Peabody,"0 LINCOLN WAY, Cambridge, MA",42.387975,-71.129008
2018-03780,2018-06-07T13:36:00Z,Larceny of Bicycle,North Cambridge,"SOMERVILLE AVE & WHITE ST, Cambridge, MA",43.687195,-79.494815
2018-03801,2018-06-07T20:39:00Z,Mal. Dest. Property,Cambridgeport,"0 WOODROW WILSON CT, Cambridge, MA",42.36132,-71.108999
2018-03808,2018-06-07T21:28:00Z,OUI,West Cambridge,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2018-03814,2018-06-08T09:26:00Z,Hit and Run,Cambridgeport,"0 PLEASANT ST, Cambridge, MA",42.365976,-71.105576
2018-03823,2018-06-08T16:36:00Z,Hit and Run,North Cambridge,"Massachusetts Ave & Somerville Ave, Cambridge, MA",44.663074,-63.611624
2018-03824,2018-06-08T17:01:00Z,Hit and Run,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2018-03826,2018-06-08T17:08:00Z,Drugs,West Cambridge,"100 Church St, Cambridge, MA",42.373937,-71.120969
2018-03836,2018-06-09T03:30:00Z,Street Robbery,Mid-Cambridge,"Massachusetts Ave & Inman St, Cambridge, MA",44.663074,-63.611624
2018-03842,2018-06-09T14:33:00Z,Hit and Run,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2018-03846,2018-06-09T19:40:00Z,Larceny from Residence,North Cambridge,"0 DAY ST, Cambridge, MA",42.394098,-71.125714
2018-03850,2018-06-10T01:37:00Z,Larceny of Bicycle,West Cambridge,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2018-03862,2018-06-10T15:53:00Z,Simple Assault,Mid-Cambridge,"MASSACHUSETTS AVE & TEMPLE ST, Cambridge, MA",44.663074,-63.611624
2018-03863,2018-06-10T16:11:00Z,Larceny of Bicycle,North Cambridge,"Cambridgepark Dr & Alewife Brook Pky, Cambridge, MA",42.394697,-71.144805
2018-05032,2018-07-24T08:50:00Z,Drugs,Area 4,"100 Prospect St, Cambridge, MA",42.367456,-71.101872
2018-05058,2018-07-25T10:51:00Z,Forgery,Mid-Cambridge,"Massachusetts Ave & Pearl St, Cambridge, MA",44.663074,-63.611624
2018-05074,2018-07-25T13:13:00Z,Larceny from Building,North Cambridge,"2200 MASSACHUSETTS AVE, Cambridge, MA",42.392938,-71.125744
2018-05077,2018-07-25T08:30:00Z,Hit and Run,Mid-Cambridge,"0 Austin Park, Cambridge, MA",42.36743,-71.104182
2018-05081,2018-07-25T15:11:00Z,Flim Flam,Strawberry Hill,"600 Mount Auburn St, Cambridge, MA",42.370824,-71.158943
2018-05090,2018-07-25T20:33:00Z,Warrant Arrest,North Cambridge,"0 CAMP ST, Cambridge, MA",42.398693,-71.129738
2018-05114,2018-07-26T17:28:00Z,Threats,Area 4,"200 NORFOLK ST, Cambridge, MA",42.368975,-71.098514
2018-05117,2018-07-26T19:31:00Z,Aggravated Assault,West Cambridge,"0 BRATTLE ST, Cambridge, MA",42.373206,-71.119651
2018-05126,2018-07-27T05:17:00Z,Street Robbery,North Cambridge,"1900 MASSACHUSETTS AVE, Cambridge, MA",42.388779,-71.119846
2018-05139,2018-07-27T13:38:00Z,Warrant Arrest,West Cambridge,"BRATTLE ST & CHURCH ST, Cambridge, MA",42.375298,-71.145481
2018-05153,2018-07-27T18:51:00Z,Indecent Exposure,West Cambridge,"0 BRATTLE SQ, Cambridge, MA",42.373206,-71.119651
2018-05155,2018-07-27T18:54:00Z,Hit and Run,North Cambridge,"0 PORTER SQ, Cambridge, MA",42.388766,-71.120745
2018-05162,2018-07-27T22:14:00Z,Larceny from Person,West Cambridge,"0 BRATTLE ST, Cambridge, MA",42.373206,-71.119651
2018-05171,2018-07-28T06:47:00Z,Threats,Mid-Cambridge,"0 TEMPLE ST, Cambridge, MA",42.366219,-71.104109
2018-05191,2018-07-28T19:28:00Z,Forgery,West Cambridge,"1400 Massachusetts Ave, Cambridge, MA",42.373725,-71.119656
2018-05193,2018-07-28T22:27:00Z,Larceny of Bicycle,Area 4,"400 WASHINGTON ST, Cambridge, MA",42.365773,-71.100347
2018-05195,2018-07-29T07:13:00Z,Simple Assault,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2018-05212,2018-07-29T23:23:00Z,Accident,West Cambridge,"BRATTLE ST & ELIOT ST, Cambridge, MA",42.375298,-71.145481
2018-05216,2018-07-30T07:51:00Z,Admin Error,West Cambridge,"1400 MASSACHUSETTS AVE, Cambridge, MA",42.373725,-71.119656
2018-05221,2018-07-30T10:12:00Z,Larceny (Misc),MIT,"600 MEMORIAL DR, Cambridge, MA",42.353949,-71.106619
2018-05097,2018-07-26T08:38:00Z,Mal. Dest. Property,Inman/Harrington,"1300 CAMBRIDGE ST, Cambridge, MA",42.37335,-71.099227
2018-05101,2018-07-26T10:52:00Z,Suspicious Package,Peabody,"0 AGASSIZ ST, Cambridge, MA",42.385085,-71.121508
2018-05116,2018-07-26T19:51:00Z,Taxi Violation,Cambridgeport,"200 MASSACHUSETTS AVE, Cambridge, MA",42.360884,-71.096521
2018-05118,2018-07-26T20:13:00Z,Taxi Violation,Cambridgeport,"200 MASSACHUSETTS AVE, Cambridge, MA",42.360884,-71.096521
2018-05131,2018-07-27T11:40:00Z,Larceny of Bicycle,Inman/Harrington,"CAMBRIDGE ST & COLUMBIA ST, Cambridge, MA",44.786488,-79.922467
2018-05144,2018-07-27T15:16:00Z,Phone Calls,East Cambridge,"0 BROADWAY, Cambridge, MA",42.361989,-71.083618
2018-05146,2018-07-27T16:54:00Z,Larceny from Residence,Peabody,"100 RICHDALE AVE, Cambridge, MA",42.388661,-71.124958
2018-05150,2018-07-27T18:26:00Z,Hit and Run,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-05154,2018-07-27T19:01:00Z,Warrant Arrest,MIT,"BROADWAY & Galileo Galilei Way, Cambridge, MA",38.611638,-78.794953
2018-05156,2018-07-27T19:15:00Z,Drinking in Public,Area 4,"0 NEWTOWNE CT, Cambridge, MA",42.36404,-71.095762
2018-05163,2018-07-27T22:55:00Z,Drugs,Area 4,"0 NEWTOWNE CT, Cambridge, MA",42.36404,-71.095762
2018-05169,2018-07-28T04:58:00Z,Accident,Riverside,"600 GREEN ST, Cambridge, MA",42.368347,-71.111322
2018-05179,2018-07-28T12:19:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-05184,2018-07-28T15:12:00Z,Hit and Run,Cambridgeport,"100 MASSACHUSETTS AVE, Cambridge, MA",42.359602,-71.09514
2018-05188,2018-07-28T17:53:00Z,Hit and Run,Riverside,"600 GREEN ST, Cambridge, MA",42.368347,-71.111322
2018-05190,2018-07-28T19:24:00Z,Admin Error,MIT,"LONGFELLOW BRIDGE & Longfellow Bridge, Cambridge, MA",42.268546,-83.024437
2018-05207,2018-07-29T16:22:00Z,Threats,Inman/Harrington,"COLUMBIA ST & LINCOLN ST, Cambridge, MA",-30.79294,121.49355
2018-05210,2018-07-29T20:35:00Z,Forgery,Inman/Harrington,"1300 CAMBRIDGE ST, Cambridge, MA",42.37335,-71.099227
2018-05220,2018-07-30T08:58:00Z,Hit and Run,Riverside,"HAYES ST & HOWARD ST, Cambridge, MA",53.447658,-104.08565
2018-05231,2018-07-30T14:43:00Z,Mal. Dest. Property,Riverside,"MASSACHUSETTS AVE & PUTNAM AVE, Cambridge, MA",44.663074,-63.611624
2018-05234,2018-07-30T16:08:00Z,Larceny from Person,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-05236,2018-07-30T16:04:00Z,Larceny from Residence,West Cambridge,"0 BERKELEY ST, Cambridge, MA",42.377257,-71.12347
2018-05241,2018-07-30T19:42:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-05249,2018-07-31T11:02:00Z,Aggravated Assault,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",42.373126,-71.097391
2018-05251,2018-07-31T12:06:00Z,Hit and Run,East Cambridge,"100 BROADWAY, Cambridge, MA",42.361164,-71.082192
2018-05259,2018-07-31T18:12:00Z,Larceny from Person,MIT,"100 BROADWAY, Cambridge, MA",42.361164,-71.082192
2018-05273,2018-08-01T07:41:00Z,Accident,Area 4,"100 HAMPSHIRE ST, Cambridge, MA",42.369033,-71.095397
2018-05281,2018-08-01T14:38:00Z,Accident,Inman/Harrington,"CAMBRIDGE ST & OAKLAND ST, Cambridge, MA",44.786488,-79.922467
2018-05286,2018-08-01T15:16:00Z,Flim Flam,North Cambridge,"100 CHURCHILL AVE, Cambridge, MA",42.400696,-71.131913
2018-05290,2018-08-01T17:02:00Z,Flim Flam,North Cambridge,"100 PORTER RD, Cambridge, MA",42.389966,-71.121097
2018-05301,2018-08-02T07:55:00Z,Admin Error,Inman/Harrington,"200 TREMONT ST, Cambridge, MA",42.374214,-71.09624
2018-05316,2018-08-02T13:59:00Z,Threats,MIT,"200 BROADWAY, Cambridge, MA",42.36589,-71.092986
2018-05318,2018-08-02T15:33:00Z,Forgery,Riverside,"0 SELLERS ST, Cambridge, MA",42.36678,-71.106857
2018-05319,2018-08-02T16:02:00Z,Hit and Run,Area 4,"0 MARKET ST, Cambridge, MA",42.366566,-71.093752
2018-05320,2018-08-02T16:21:00Z,Indecent Exposure,West Cambridge,"300 Fresh Pond Pky, Cambridge, MA",42.384785,-71.141773
2018-05232,2018-07-30T13:59:00Z,Larceny of Bicycle,Cambridgeport,"300 SIDNEY ST, Cambridge, MA",42.355084,-71.108036
2018-05243,2018-07-30T22:44:00Z,Hit and Run,Cambridgeport,"300 MASSACHUSETTS AVE, Cambridge, MA",42.361983,-71.098506
2018-05245,2018-07-31T07:10:00Z,Hit and Run,Cambridgeport,"LANDSDOWNE ST & MASSACHUSETTS AVE, Cambridge, MA",37.213264,-80.397838
2018-05247,2018-07-31T08:39:00Z,Larceny from Residence,Agassiz,"0 EVERETT ST, Cambridge, MA",42.379775,-71.119401
2018-05250,2018-07-31T11:22:00Z,Mal. Dest. Property,Inman/Harrington,"200 BERKSHIRE ST, Cambridge, MA",42.372124,-71.089617
2018-05262,2018-07-31T19:07:00Z,Shoplifting,North Cambridge,"2100 Massachusetts Ave, Cambridge, MA",42.391478,-71.123919
2018-05265,2018-07-31T19:17:00Z,Shoplifting,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-05266,2018-07-31T19:36:00Z,Larceny from Building,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-05268,2018-07-31T19:25:00Z,Larceny from Residence,Inman/Harrington,"100 BERKSHIRE ST, Cambridge, MA",42.370915,-71.090307
2018-05275,2018-08-01T09:08:00Z,Threats,Riverside,"100 PUTNAM AVE, Cambridge, MA",42.366985,-71.112959
2018-05294,2018-08-01T21:25:00Z,Larceny from Building,Mid-Cambridge,"1500 CAMBRIDGE ST, Cambridge, MA",42.374023,-71.104673
2018-05297,2018-08-01T23:43:00Z,Hit and Run,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-05298,2018-07-13T16:23:00Z,Larceny from Person,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2018-05311,2018-08-02T12:11:00Z,Larceny from Building,Cambridgeport,"0 SIDNEY ST, Cambridge, MA",42.363129,-71.099309
2018-05335,2018-08-03T06:09:00Z,Mal. Dest. Property,Cambridgeport,"600 PUTNAM AVE, Cambridge, MA",42.356838,-71.106728
2018-05339,2018-08-03T10:16:00Z,Larceny from MV,Riverside,"200 PUTNAM AVE, Cambridge, MA",42.364516,-71.113723
2018-05374,2018-08-04T10:26:00Z,Simple Assault,Area 4,"500 MASSACHUSETTS AVE, Cambridge, MA",42.363967,-71.101705
2018-05400,2018-08-05T15:18:00Z,Hit and Run,Peabody,"0 BOWDOIN ST, Cambridge, MA",42.382747,-71.120448
2018-05401,2018-08-05T16:54:00Z,Harassment,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-05406,2018-08-05T21:27:00Z,Shoplifting,Area 4,"600 MASSACHUSETTS AVE, Cambridge, MA",42.364679,-71.103382
2018-05413,2018-08-06T08:16:00Z,Mal. Dest. Property,Inman/Harrington,"0 PORTER ST, Cambridge, MA",42.373283,-71.088333
2018-05417,2018-08-06T10:23:00Z,Suspicious Package,Mid-Cambridge,"500 BROADWAY, Cambridge, MA",42.375312,-71.115703
2018-05420,2018-08-06T13:23:00Z,Simple Assault,Area 4,"400 MASSACHUSETTS AVE, Cambridge, MA",42.363043,-71.100514
2018-05438,2018-08-06T18:28:00Z,Hit and Run,Mid-Cambridge,"BROADWAY & DANA ST, Cambridge, MA",38.611638,-78.794953
2018-05440,2018-08-06T19:47:00Z,Larceny from Building,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-05457,2018-08-07T10:37:00Z,Larceny from Building,Area 4,"100 Windsor St, Cambridge, MA",42.363955,-71.096374
2018-05477,2018-08-07T19:44:00Z,Larceny of Bicycle,Cambridgeport,"300 BROOKLINE ST, Cambridge, MA",42.356727,-71.108451
2018-05482,2018-08-07T23:06:00Z,Drugs,Area 4,"WASHINGTON ST & WINDSOR ST, Cambridge, MA",43.969013,-78.739523
2018-05496,2018-08-08T14:55:00Z,Larceny of Bicycle,Mid-Cambridge,"400 BROADWAY, Cambridge, MA",42.37184,-71.10741
2018-05499,2018-08-08T16:30:00Z,Hit and Run,Mid-Cambridge,"BROADWAY & PRESCOTT ST, Cambridge, MA",38.611638,-78.794953
2018-05505,2018-08-08T21:14:00Z,Larceny from MV,Area 4,"600 Massachusetts Ave, Cambridge, MA",42.364679,-71.103382
2018-05511,2018-08-02T22:45:00Z,Drugs,Area 4,"Washington St & Pine St, Cambridge, MA",43.969013,-78.739523
2018-05518,2018-08-09T11:43:00Z,Hit and Run,Highlands,"200 Alewife Brook Pky, Cambridge, MA",42.389009,-71.141623
2018-05225,2018-07-30T11:45:00Z,Shoplifting,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2018-05229,2018-07-30T14:33:00Z,Missing Person,MIT,"600 MEMORIAL DR, Cambridge, MA",42.353949,-71.106619
